Age,Gender,City,Income Range,Employment Status,Order Frequency,Platforms Used,Meal Types,Preferred Cuisines,Spend per Order,Order Influence,Veg Preference,Combo Preference,Group Size,New Combo Likeliness (1-5),Satisfaction (1-5),Acceptable Delivery Time,Repeat Order,Recommended to Others,Tried TasteMate,Experience Rating,Loyalty Program Interest,Preferred Order Day,Communication Opt-in,Delivery Issues
25–34,Female,Delhi,₹15k–30k,Homemaker,Once a week,Others,"Lunch, Snacks, Dinner",Fusion,₹100–200,Taste,Non-Veg,Depends,Solo,2,3,30–45 min,No,Yes,No,,No,Sat,No,"Poor packaging, Long wait time"
25–34,Female,Pune,₹30k–50k,Working professional,Never,Zomato,Dinner,Fusion,<₹100,Taste,Both,Combo,Solo,5,5,20–30 min,Yes,Yes,No,,Maybe,Thu,Yes,Cold food
25–34,Male,Hyderabad,₹50k–75k,Working professional,2–3 times/week,Others,Breakfast,"Fusion, Indian, Continental",₹100–200,Delivery time,Veg,Combo,Solo,4,3,30–45 min,Sometimes,Yes,No,,Maybe,Sat,Yes,High price
25–34,Male,Hyderabad,₹15k–30k,Homemaker,Once a week,Direct,Snacks,Fusion,₹100–200,Delivery time,Veg,Combo,Solo,1,2,20–30 min,No,Yes,No,,No,Tue,Yes,"Poor packaging, High price"
<18,Male,Delhi,₹15k–30k,Working professional,Once a week,Zomato,Breakfast,Fusion,₹200–400,Discounts,Both,A la carte,Large group,2,5,20–30 min,Yes,No,No,,Maybe,Sun,No,"Long wait time, Cold food, Poor packaging"
25–34,Prefer not to say,Bangalore,₹15k–30k,Homemaker,2–3 times/week,"Swiggy, Zomato",Lunch,"Fusion, Italian",₹200–400,Price,Veg,Combo,Family (3–4),4,5,45+ min,Yes,No,Yes,5.0,Maybe,Tue,No,Poor packaging
25–34,Male,Mumbai,₹15k–30k,Working professional,Daily,Swiggy,Snacks,Chinese,₹100–200,Price,Both,A la carte,2 people,4,4,<20 min,No,Yes,No,,Maybe,Mon,Yes,Long wait time
25–34,Female,Hyderabad,₹15k–30k,Homemaker,Daily,Zomato,Snacks,Continental,<₹100,Taste,Veg,Combo,2 people,4,4,20–30 min,No,No,No,,No,Tue,Yes,Cold food
45–54,Female,Pune,₹30k–50k,Working professional,Never,Zomato,Breakfast,"Fusion, Italian",₹400–600,Packaging,Both,Combo,Solo,2,2,30–45 min,Yes,No,No,,Maybe,Tue,Yes,Cold food
35–44,Male,Hyderabad,₹75k+,Working professional,Once a week,"Zomato, Direct, Others",Lunch,"Chinese, Indian",₹100–200,"Discounts, Delivery time, Taste",Non-Veg,A la carte,Large group,5,4,20–30 min,Sometimes,No,No,,Yes,Fri,Yes,Long wait time
18–24,Female,Pune,₹30k–50k,Other,2–3 times/week,Zomato,Lunch,"Chinese, Continental, Italian",₹200–400,"Taste, Price",Both,Combo,Solo,3,2,20–30 min,Sometimes,Yes,No,,No,Thu,No,High price
18–24,Female,Hyderabad,₹15k–30k,Working professional,2–3 times/week,Zomato,Breakfast,Chinese,₹100–200,Delivery time,Veg,Combo,Solo,4,2,20–30 min,No,No,No,,Yes,Sat,Yes,"Limited choice, Long wait time, Cold food"
25–34,Female,Mumbai,<₹15k,Working professional,2–3 times/week,Others,Snacks,"Italian, Continental",₹200–400,Quantity,Veg,Combo,Solo,3,4,30–45 min,Yes,Yes,No,,Yes,Mon,Yes,"Cold food, Long wait time, High price"
<18,Female,Pune,₹30k–50k,Working professional,Once a week,Swiggy,Breakfast,Continental,₹100–200,"Packaging, Delivery time",Veg,Depends,Family (3–4),2,3,30–45 min,Yes,No,No,,Maybe,Fri,Yes,Long wait time
25–34,Male,Mumbai,₹30k–50k,Working professional,Never,Others,"Lunch, Snacks",Continental,<₹100,Taste,Veg,A la carte,Family (3–4),5,1,<20 min,Sometimes,Yes,Yes,2.0,No,Thu,Yes,"Long wait time, Limited choice"
45–54,Male,Bangalore,₹50k–75k,Working professional,Rarely,Others,Breakfast,"Chinese, Italian",₹100–200,"Delivery time, Discounts, Quantity",Non-Veg,Combo,Solo,2,3,<20 min,Sometimes,Yes,No,,Yes,Fri,Yes,High price
25–34,Female,Mumbai,₹30k–50k,Student,2–3 times/week,"Others, Zomato, Swiggy","Breakfast, Snacks",Fusion,₹100–200,Quantity,Non-Veg,Combo,Family (3–4),2,2,20–30 min,Yes,Yes,No,,Yes,Mon,No,"Cold food, High price"
25–34,Female,Mumbai,₹50k–75k,Student,2–3 times/week,Direct,"Snacks, Dinner, Breakfast",Indian,₹200–400,Discounts,Non-Veg,Depends,Solo,4,3,20–30 min,Yes,Yes,No,,Maybe,Mon,Yes,Cold food
25–34,Male,Bangalore,₹15k–30k,Working professional,Once a week,Zomato,"Lunch, Dinner",Chinese,₹200–400,Delivery time,Both,A la carte,Solo,4,2,20–30 min,Yes,No,No,,Maybe,Thu,Yes,High price
25–34,Female,Delhi,₹30k–50k,Homemaker,2–3 times/week,Zomato,Lunch,Fusion,₹100–200,Price,Both,A la carte,Family (3–4),4,3,20–30 min,Yes,Yes,No,,Yes,Sat,Yes,Cold food
25–34,Female,Bangalore,₹15k–30k,Working professional,Daily,Swiggy,"Breakfast, Lunch, Snacks",Chinese,<₹100,"Quantity, Taste",Both,Depends,Family (3–4),3,4,20–30 min,No,Yes,Yes,4.0,Maybe,Sat,Yes,Long wait time
45–54,Female,Bangalore,₹75k+,Working professional,2–3 times/week,Direct,Breakfast,"Chinese, Indian, Fusion",₹200–400,Price,Non-Veg,Depends,2 people,3,5,<20 min,Sometimes,No,No,,Yes,Mon,Yes,Limited choice
25–34,Male,Mumbai,₹30k–50k,Working professional,Never,Swiggy,Lunch,Continental,₹200–400,Discounts,Non-Veg,Depends,2 people,5,4,45+ min,Yes,Yes,No,,No,Tue,Yes,Long wait time
55+,Female,Mumbai,₹15k–30k,Student,2–3 times/week,"Zomato, Swiggy, Direct",Lunch,Fusion,₹600+,Delivery time,Non-Veg,A la carte,Family (3–4),1,4,<20 min,Yes,Yes,No,,Maybe,Wed,Yes,High price
45–54,Female,Bangalore,₹15k–30k,Working professional,2–3 times/week,Direct,Breakfast,Chinese,₹200–400,Packaging,Both,A la carte,Family (3–4),5,1,20–30 min,Sometimes,Yes,No,,Maybe,Thu,No,Cold food
18–24,Male,Delhi,₹15k–30k,Student,Daily,Others,"Snacks, Dinner, Breakfast",Fusion,₹200–400,"Quantity, Delivery time",Veg,Combo,Family (3–4),2,2,20–30 min,Yes,Yes,Yes,1.0,Maybe,Fri,Yes,Long wait time
18–24,Male,Hyderabad,₹30k–50k,Student,Once a week,Others,Snacks,Italian,₹200–400,"Discounts, Taste",Veg,Depends,2 people,4,3,45+ min,Sometimes,Yes,No,,Yes,Wed,Yes,Long wait time
18–24,Non-binary,Hyderabad,₹15k–30k,Working professional,2–3 times/week,"Swiggy, Others","Breakfast, Lunch","Italian, Chinese, Continental",₹400–600,Price,Both,A la carte,Large group,2,4,30–45 min,No,Yes,No,,No,Thu,Yes,Poor packaging
<18,Male,Chennai,₹30k–50k,Working professional,2–3 times/week,Others,"Dinner, Snacks",Italian,₹400–600,Delivery time,Veg,Combo,Large group,3,4,30–45 min,Sometimes,No,No,,Yes,Fri,Yes,Cold food
18–24,Female,Hyderabad,₹15k–30k,Student,2–3 times/week,Zomato,"Breakfast, Snacks",Indian,₹100–200,Delivery time,Both,Depends,Solo,5,4,<20 min,Yes,No,No,,No,Thu,Yes,High price
35–44,Female,Bangalore,₹30k–50k,Working professional,Daily,Swiggy,Dinner,"Indian, Italian",₹100–200,"Quantity, Delivery time",Both,Depends,Family (3–4),3,3,30–45 min,Yes,Yes,No,,No,Tue,Yes,"Poor packaging, Limited choice"
18–24,Male,Hyderabad,₹50k–75k,Working professional,2–3 times/week,Swiggy,"Lunch, Breakfast, Dinner","Indian, Chinese",₹100–200,Quantity,Veg,Depends,Solo,4,2,20–30 min,No,Yes,No,,Yes,Fri,Yes,Cold food
25–34,Female,Delhi,₹50k–75k,Working professional,Daily,Direct,"Snacks, Breakfast, Dinner",Italian,₹200–400,Quantity,Veg,Depends,Solo,4,4,20–30 min,No,Yes,No,,Yes,Thu,No,"Cold food, High price"
35–44,Male,Delhi,₹50k–75k,Working professional,2–3 times/week,Zomato,Breakfast,Continental,₹200–400,Quantity,Non-Veg,Depends,2 people,4,3,20–30 min,Yes,No,No,,Yes,Sun,Yes,"High price, Long wait time"
<18,Female,Chennai,₹15k–30k,Homemaker,2–3 times/week,"Others, Zomato",Lunch,Continental,₹200–400,"Discounts, Quantity, Taste",Both,Combo,Solo,5,4,30–45 min,Sometimes,Yes,No,,No,Sat,Yes,Long wait time
35–44,Male,Bangalore,<₹15k,Student,Rarely,Direct,"Lunch, Snacks","Indian, Continental, Chinese",<₹100,Delivery time,Veg,Depends,2 people,3,4,30–45 min,Sometimes,No,No,,Maybe,Tue,No,"High price, Cold food"
18–24,Female,Chennai,₹30k–50k,Working professional,Once a week,Others,"Lunch, Snacks, Dinner",Continental,₹200–400,"Delivery time, Packaging, Discounts",Both,Depends,Family (3–4),2,4,30–45 min,No,Yes,No,,Yes,Tue,Yes,"High price, Poor packaging, Limited choice"
18–24,Male,Chennai,₹30k–50k,Student,Once a week,Others,"Dinner, Breakfast, Snacks",Indian,₹400–600,"Delivery time, Discounts, Taste",Non-Veg,Combo,Solo,1,5,45+ min,Yes,No,Yes,4.0,Maybe,Thu,Yes,High price
35–44,Male,Pune,₹30k–50k,Student,2–3 times/week,Others,Lunch,Indian,₹100–200,Delivery time,Non-Veg,Combo,Solo,2,5,20–30 min,Sometimes,Yes,No,,Yes,Thu,Yes,High price
25–34,Non-binary,Pune,<₹15k,Working professional,Once a week,Zomato,Lunch,Chinese,₹200–400,Delivery time,Veg,Depends,Family (3–4),2,4,20–30 min,Sometimes,No,Yes,1.0,No,Sun,No,Limited choice
45–54,Male,Bangalore,₹15k–30k,Working professional,Once a week,Direct,Breakfast,Indian,₹200–400,Taste,Both,Combo,Solo,3,4,<20 min,Yes,Yes,Yes,3.0,No,Thu,Yes,"Poor packaging, Limited choice, High price"
35–44,Female,Delhi,<₹15k,Retired,2–3 times/week,Zomato,Breakfast,"Fusion, Chinese",₹400–600,Delivery time,Veg,Depends,Solo,2,3,30–45 min,Sometimes,No,No,,Yes,Sun,Yes,Long wait time
35–44,Male,Bangalore,₹50k–75k,Working professional,2–3 times/week,"Swiggy, Zomato, Direct","Dinner, Lunch",Continental,₹400–600,"Packaging, Taste, Discounts",Both,Combo,Solo,1,5,20–30 min,Yes,Yes,No,,Yes,Fri,No,High price
18–24,Female,Delhi,₹15k–30k,Other,2–3 times/week,Zomato,Lunch,Continental,₹200–400,Quantity,Non-Veg,Combo,2 people,1,4,30–45 min,Yes,Yes,No,,Maybe,Sun,Yes,Long wait time
18–24,Male,Hyderabad,₹30k–50k,Student,Never,Direct,"Snacks, Dinner",Indian,₹200–400,Discounts,Non-Veg,A la carte,2 people,4,2,20–30 min,Yes,Yes,Yes,3.0,No,Sat,No,Limited choice
35–44,Non-binary,Hyderabad,<₹15k,Student,2–3 times/week,Swiggy,Dinner,Indian,₹400–600,Discounts,Both,Combo,Family (3–4),3,3,20–30 min,Sometimes,No,No,,Yes,Sat,No,Cold food
35–44,Male,Hyderabad,₹30k–50k,Student,Rarely,Others,Breakfast,"Italian, Continental",₹200–400,Packaging,Both,A la carte,Solo,3,2,<20 min,No,No,No,,Yes,Fri,Yes,"Cold food, Limited choice, High price"
55+,Male,Delhi,₹15k–30k,Student,Once a week,Swiggy,Dinner,"Indian, Fusion",₹100–200,Price,Non-Veg,A la carte,Family (3–4),5,4,20–30 min,Yes,Yes,No,,Maybe,Sat,No,Poor packaging
25–34,Male,Mumbai,₹50k–75k,Working professional,2–3 times/week,Others,"Snacks, Breakfast, Lunch","Italian, Fusion",₹200–400,"Quantity, Discounts",Veg,Combo,2 people,1,4,30–45 min,Yes,Yes,No,,Yes,Wed,No,Limited choice
25–34,Male,Bangalore,₹50k–75k,Working professional,Rarely,Others,"Breakfast, Dinner, Snacks",Indian,₹100–200,Packaging,Both,Combo,Solo,5,3,<20 min,Yes,Yes,No,,Maybe,Sun,No,High price
35–44,Female,Mumbai,₹15k–30k,Student,2–3 times/week,Others,"Dinner, Breakfast","Fusion, Indian, Chinese",₹100–200,Quantity,Non-Veg,Combo,2 people,4,2,20–30 min,Yes,No,Yes,4.0,Yes,Fri,Yes,High price
25–34,Male,Pune,₹75k+,Retired,Daily,"Swiggy, Others",Dinner,"Italian, Fusion",₹400–600,Quantity,Veg,Combo,2 people,2,5,<20 min,No,No,No,,No,Thu,No,High price
45–54,Female,Delhi,₹75k+,Homemaker,2–3 times/week,Others,Breakfast,Italian,₹200–400,Packaging,Both,Depends,2 people,4,4,20–30 min,Yes,No,No,,Yes,Sun,Yes,Cold food
45–54,Male,Mumbai,₹50k–75k,Working professional,Once a week,Direct,Lunch,"Chinese, Italian, Fusion",₹200–400,Packaging,Veg,A la carte,Solo,4,5,20–30 min,Yes,Yes,No,,Maybe,Sun,No,Long wait time
25–34,Male,Mumbai,₹50k–75k,Student,2–3 times/week,Others,Dinner,Fusion,₹100–200,Discounts,Veg,Combo,Solo,3,3,20–30 min,Sometimes,No,Yes,3.0,Maybe,Sat,Yes,"Limited choice, Cold food, Long wait time"
35–44,Female,Hyderabad,₹15k–30k,Student,2–3 times/week,"Direct, Zomato",Breakfast,Chinese,₹100–200,"Delivery time, Quantity, Price",Veg,A la carte,Solo,5,4,30–45 min,No,No,No,,No,Wed,Yes,Long wait time
35–44,Female,Hyderabad,₹30k–50k,Student,Rarely,Zomato,"Lunch, Breakfast",Italian,₹100–200,"Taste, Quantity",Both,Combo,Solo,2,4,20–30 min,Sometimes,No,No,,Yes,Sun,Yes,"Poor packaging, Limited choice, High price"
18–24,Male,Delhi,<₹15k,Student,Once a week,Direct,Lunch,Chinese,₹100–200,Packaging,Both,Combo,2 people,2,3,20–30 min,Yes,Yes,Yes,5.0,Yes,Sat,Yes,Cold food
45–54,Male,Mumbai,<₹15k,Working professional,Never,Direct,"Snacks, Lunch, Dinner",Indian,₹200–400,"Packaging, Delivery time, Taste",Non-Veg,Combo,Solo,1,2,20–30 min,Yes,No,No,,Yes,Fri,Yes,Long wait time
25–34,Male,Bangalore,₹75k+,Working professional,Never,Others,"Breakfast, Lunch, Snacks",Fusion,₹100–200,Discounts,Non-Veg,Depends,Family (3–4),2,3,<20 min,No,Yes,No,,Yes,Sun,Yes,"Limited choice, Long wait time"
35–44,Female,Delhi,₹15k–30k,Working professional,Once a week,Zomato,Snacks,Italian,₹200–400,Packaging,Non-Veg,Depends,Solo,2,2,20–30 min,Yes,Yes,No,,Maybe,Tue,Yes,High price
25–34,Female,Hyderabad,₹50k–75k,Other,2–3 times/week,Others,Lunch,Italian,₹100–200,"Packaging, Delivery time",Both,Depends,Solo,5,5,20–30 min,Yes,Yes,No,,Maybe,Tue,Yes,"Poor packaging, High price, Long wait time"
45–54,Male,Hyderabad,₹50k–75k,Working professional,Rarely,Swiggy,Snacks,Italian,₹600+,"Price, Quantity",Veg,Combo,2 people,1,1,20–30 min,Sometimes,Yes,Yes,4.0,Yes,Fri,Yes,"Cold food, Poor packaging, High price"
25–34,Female,Delhi,₹50k–75k,Retired,Never,Others,"Dinner, Lunch, Snacks",Chinese,₹100–200,Taste,Both,Combo,Solo,3,3,30–45 min,Sometimes,Yes,No,,Maybe,Mon,Yes,Limited choice
<18,Female,Delhi,₹75k+,Student,2–3 times/week,Zomato,Breakfast,Chinese,<₹100,Packaging,Veg,A la carte,Family (3–4),3,4,20–30 min,Yes,Yes,No,,Maybe,Sat,No,Poor packaging
45–54,Female,Kolkata,₹15k–30k,Working professional,2–3 times/week,"Direct, Swiggy, Others",Snacks,Italian,<₹100,Quantity,Both,Depends,Solo,5,3,30–45 min,Yes,Yes,No,,No,Wed,Yes,"Limited choice, High price"
18–24,Female,Bangalore,<₹15k,Working professional,2–3 times/week,"Zomato, Others",Dinner,"Italian, Indian",₹200–400,"Quantity, Discounts, Delivery time",Veg,Depends,Solo,5,4,45+ min,Sometimes,No,No,,No,Tue,Yes,Long wait time
25–34,Male,Hyderabad,₹30k–50k,Student,Daily,Others,Lunch,Continental,₹200–400,Price,Both,Combo,Family (3–4),4,2,<20 min,Yes,Yes,Yes,2.0,Maybe,Thu,Yes,Limited choice
55+,Male,Mumbai,₹15k–30k,Student,Once a week,"Direct, Zomato, Others","Dinner, Snacks, Lunch",Indian,₹200–400,"Quantity, Packaging, Discounts",Veg,Combo,2 people,5,4,20–30 min,No,Yes,No,,No,Fri,No,Poor packaging
55+,Male,Bangalore,<₹15k,Working professional,Daily,Swiggy,Lunch,Fusion,₹200–400,Price,Veg,A la carte,Solo,4,3,20–30 min,Sometimes,Yes,No,,No,Tue,Yes,Cold food
25–34,Male,Mumbai,₹30k–50k,Working professional,Once a week,Direct,Snacks,Continental,<₹100,"Price, Taste",Both,Depends,Solo,5,4,20–30 min,Sometimes,No,Yes,5.0,Maybe,Mon,Yes,Poor packaging
25–34,Female,Bangalore,₹50k–75k,Working professional,Once a week,Others,"Lunch, Snacks, Dinner",Chinese,₹200–400,Delivery time,Both,Depends,2 people,4,4,30–45 min,No,No,No,,Yes,Thu,Yes,Cold food
25–34,Female,Kolkata,₹30k–50k,Working professional,2–3 times/week,Swiggy,Dinner,Indian,₹200–400,Discounts,Non-Veg,A la carte,Large group,1,5,30–45 min,Yes,Yes,No,,Maybe,Sat,No,Cold food
18–24,Male,Delhi,₹15k–30k,Working professional,2–3 times/week,Zomato,Lunch,"Indian, Chinese",₹100–200,Taste,Both,Depends,Family (3–4),3,5,20–30 min,Yes,No,No,,No,Sun,Yes,Cold food
25–34,Male,Mumbai,₹30k–50k,Student,2–3 times/week,Swiggy,Breakfast,"Indian, Chinese, Continental",₹100–200,Packaging,Non-Veg,A la carte,Solo,4,4,20–30 min,Sometimes,Yes,No,,No,Mon,No,Limited choice
35–44,Male,Mumbai,₹15k–30k,Working professional,2–3 times/week,Direct,Snacks,"Chinese, Continental, Italian",₹100–200,"Delivery time, Quantity, Price",Both,Depends,Large group,3,3,<20 min,Sometimes,No,No,,Yes,Fri,Yes,Cold food
35–44,Female,Delhi,<₹15k,Student,2–3 times/week,Direct,Dinner,"Italian, Indian",₹100–200,Packaging,Non-Veg,Depends,Solo,2,4,20–30 min,No,Yes,No,,Yes,Wed,No,Long wait time
35–44,Male,Mumbai,₹50k–75k,Student,Once a week,Others,Breakfast,Fusion,₹200–400,"Delivery time, Discounts",Non-Veg,Depends,Solo,3,4,30–45 min,Sometimes,Yes,Yes,4.0,Yes,Thu,Yes,"Cold food, Limited choice"
35–44,Female,Mumbai,₹30k–50k,Other,2–3 times/week,Swiggy,Breakfast,Chinese,₹100–200,Quantity,Non-Veg,Combo,Family (3–4),5,5,20–30 min,Sometimes,Yes,No,,Yes,Sun,Yes,Poor packaging
18–24,Male,Chennai,₹50k–75k,Working professional,Never,Swiggy,Breakfast,Italian,₹100–200,Delivery time,Non-Veg,Combo,Solo,1,2,20–30 min,No,Yes,Yes,1.0,Maybe,Thu,Yes,High price
25–34,Male,Bangalore,<₹15k,Homemaker,2–3 times/week,"Direct, Zomato, Others","Snacks, Dinner, Breakfast",Italian,₹100–200,Discounts,Both,A la carte,Solo,4,3,30–45 min,Sometimes,Yes,No,,Yes,Thu,No,Cold food
18–24,Prefer not to say,Delhi,₹50k–75k,Working professional,2–3 times/week,Swiggy,Dinner,Continental,₹600+,Quantity,Veg,A la carte,Solo,4,4,20–30 min,No,No,Yes,3.0,Yes,Wed,Yes,"Limited choice, Cold food, High price"
25–34,Non-binary,Pune,₹30k–50k,Working professional,2–3 times/week,Direct,"Snacks, Dinner",Indian,₹400–600,Delivery time,Veg,Depends,Solo,5,3,20–30 min,No,No,Yes,3.0,No,Sun,Yes,Cold food
25–34,Male,Mumbai,₹30k–50k,Working professional,Never,Others,Lunch,Italian,₹100–200,Packaging,Non-Veg,Combo,2 people,5,3,20–30 min,Yes,Yes,Yes,3.0,No,Fri,No,High price
45–54,Female,Kolkata,₹30k–50k,Student,Once a week,"Others, Zomato, Swiggy",Dinner,Italian,₹100–200,Taste,Both,Combo,2 people,4,3,20–30 min,Sometimes,Yes,No,,Yes,Fri,Yes,Limited choice
25–34,Female,Delhi,₹50k–75k,Student,Daily,Others,Breakfast,Continental,₹100–200,Price,Veg,Depends,Solo,3,4,30–45 min,No,Yes,No,,Yes,Fri,Yes,"Cold food, Long wait time, Limited choice"
18–24,Female,Pune,₹30k–50k,Homemaker,Daily,"Zomato, Swiggy",Lunch,Fusion,₹200–400,"Delivery time, Quantity",Non-Veg,Combo,2 people,2,5,30–45 min,Yes,Yes,No,,Maybe,Wed,Yes,"Poor packaging, Long wait time"
18–24,Male,Hyderabad,₹30k–50k,Working professional,2–3 times/week,Others,"Snacks, Breakfast","Chinese, Fusion, Continental",<₹100,Discounts,Both,Combo,Family (3–4),3,4,<20 min,Sometimes,No,Yes,4.0,Yes,Sat,Yes,Poor packaging
35–44,Female,Chennai,₹75k+,Working professional,Once a week,Others,Dinner,Fusion,₹200–400,Price,Veg,Combo,Family (3–4),4,3,45+ min,No,Yes,No,,Maybe,Mon,Yes,"Long wait time, Cold food, Poor packaging"
25–34,Female,Kolkata,₹50k–75k,Working professional,Daily,Direct,Snacks,"Continental, Italian",₹200–400,Price,Both,A la carte,Solo,5,3,20–30 min,Sometimes,No,No,,Yes,Sat,No,Cold food
18–24,Female,Delhi,₹30k–50k,Retired,Once a week,"Others, Direct, Swiggy",Lunch,"Continental, Indian",₹400–600,Packaging,Both,Combo,Large group,4,1,30–45 min,Yes,Yes,No,,No,Fri,Yes,"Limited choice, High price"
18–24,Male,Kolkata,₹50k–75k,Student,2–3 times/week,"Others, Swiggy",Lunch,"Fusion, Continental, Indian",₹100–200,Taste,Non-Veg,Depends,2 people,2,4,30–45 min,No,Yes,No,,Yes,Tue,No,"High price, Limited choice"
35–44,Male,Delhi,₹30k–50k,Working professional,Daily,Swiggy,"Lunch, Dinner, Snacks",Fusion,₹400–600,"Discounts, Price, Packaging",Both,A la carte,Solo,3,4,20–30 min,Yes,Yes,No,,Maybe,Tue,Yes,Limited choice
18–24,Male,Delhi,₹15k–30k,Working professional,Once a week,Swiggy,Dinner,"Fusion, Chinese, Continental",₹200–400,"Quantity, Price",Both,Depends,Solo,3,3,30–45 min,Sometimes,Yes,No,,Yes,Sat,Yes,Limited choice
35–44,Female,Delhi,₹30k–50k,Homemaker,Rarely,Others,"Snacks, Dinner, Breakfast","Italian, Continental",₹100–200,Price,Non-Veg,A la carte,Solo,1,4,20–30 min,Yes,Yes,Yes,5.0,Yes,Thu,Yes,Limited choice
35–44,Male,Bangalore,₹75k+,Other,Once a week,"Zomato, Swiggy, Direct",Snacks,Fusion,₹100–200,Discounts,Non-Veg,Combo,2 people,2,4,20–30 min,No,No,Yes,1.0,Yes,Wed,No,Limited choice
18–24,Female,Mumbai,₹75k+,Working professional,Rarely,Others,"Breakfast, Lunch",Indian,₹100–200,Packaging,Both,Combo,Solo,2,3,30–45 min,Sometimes,Yes,No,,Maybe,Mon,Yes,"Poor packaging, Long wait time"
18–24,Non-binary,Bangalore,₹15k–30k,Retired,2–3 times/week,"Others, Swiggy, Direct",Snacks,Fusion,₹100–200,Taste,Non-Veg,Combo,2 people,4,3,30–45 min,Yes,Yes,No,,Maybe,Sat,No,Long wait time
55+,Male,Bangalore,₹30k–50k,Homemaker,Once a week,Swiggy,Snacks,Fusion,₹100–200,"Quantity, Delivery time",Both,A la carte,Solo,2,5,30–45 min,Sometimes,No,Yes,3.0,Yes,Sun,No,Poor packaging
25–34,Female,Chennai,₹15k–30k,Working professional,Once a week,Zomato,Snacks,Fusion,₹200–400,Quantity,Non-Veg,Combo,Family (3–4),2,3,30–45 min,Sometimes,Yes,No,,Yes,Sat,Yes,Cold food
25–34,Male,Chennai,₹75k+,Working professional,Never,"Swiggy, Others, Zomato",Lunch,Fusion,₹200–400,Delivery time,Veg,Combo,Solo,5,4,20–30 min,Yes,No,No,,Maybe,Fri,Yes,Cold food
35–44,Female,Bangalore,₹75k+,Working professional,Once a week,Direct,Lunch,"Chinese, Italian, Continental",₹400–600,Price,Veg,A la carte,Family (3–4),3,4,20–30 min,Yes,Yes,No,,Maybe,Fri,Yes,"High price, Limited choice"
45–54,Male,Delhi,₹30k–50k,Other,Once a week,Others,"Lunch, Dinner","Fusion, Chinese, Continental",₹100–200,Price,Veg,Combo,Family (3–4),1,4,45+ min,Yes,Yes,No,,No,Wed,No,"Long wait time, Limited choice"
